,unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,yearincome,monthlyincome,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,roledepartament,remotework
1250,1250,37.0,No,,1040.0,,2,2,Life Sciences,139.0,3,M,100.0,2,2, healthcare representative ,4,divorced,15850,5,no,14,3.0,4,"80,0",,,1,17.0,2,4.0,1,,0,0,1986,Unknown,No
1251,1251,22.0,No,,, Research & Development ,15,3,,144.0,2,F,59.0,3,1, laboratory technician ,4,single,23785,1,no,15,3.0,3,,,,0,,5,3.0,0,,0,0,2001, laboratory technician  -  research & development ,No
1252,1252,34.0,No,,1031.0,,24,4,Life Sciences,unknown,2,F,45.0,2,2, research scientist ,2,unknown,15000,6,unknown,15,3.0,3,"80,0",54060.0,4505.0,1,,3,3.0,1,,0,0,1989,Unknown,Si
1253,1253,36.0,No,,922.0,,3,2,Life Sciences,155.0,1,F,39.0,3,1, laboratory technician ,4,divorced,2561,5,unknown,22,4.0,1,,34020.0,2835.0,1,,2,3.0,1,,0,0,1987,Unknown,No
1254,1254,19.0,Yes,rarely,528.0, Sales ,22,1,Marketing,167.0,4,M,,3,1, sales representative ,3,single,26820,1,yes,19,3.0,4,,,,0,0.0,2,2.0,0,,0,0,2004, sales representative  -  sales ,Si
1255,1255,41.0,No,,,,9,4,Life Sciences,200.0,3,M,94.0,3,1, laboratory technician ,1,unknown,6961,2,unknown,21,4.0,4,,,,1,7.0,2,3.0,5,,1,4,1982,Unknown,Si
1256,1256,19.0,No,,,,18,1,,201.0,2,F,79.0,3,1, laboratory technician ,2,single,16102,1,no,14,,4,,,,0,1.0,3,3.0,1,,0,0,2004,Unknown,No
1257,1257,51.0,No,,1169.0,,7,4,,211.0,2,M,34.0,2,2, manufacturing director ,3,married,13983,2,no,17,3.0,3,,,,0,10.0,2,3.0,1,,0,0,1972,Unknown,Si
1258,1258,58.0,No,,1145.0,,9,3,,214.0,2,F,75.0,2,1, research scientist ,2,married,11873,4,yes,20,4.0,2,,,,1,9.0,3,2.0,1,,0,0,1965,Unknown,No
1259,1259,19.0,Yes,frequently,602.0,,1,1,,unknown,3,F,100.0,1,1, sales representative ,1,unknown,20989,0,no,21,4.0,1,,,,0,1.0,5,,0,,0,0,2004,Unknown,Si
1260,1260,19.0,Yes,rarely,303.0,,2,3,Life Sciences,243.0,2,M,,2,1, laboratory technician ,4,single,9241,1,unknown,22,4.0,3,,,,0,1.0,3,2.0,1,,1,0,2004,Unknown,Si
1261,1261,35.0,Yes,rarely,556.0,,23,2,,unknown,2,M,50.0,2,2, manufacturing director ,3,unknown,15497,3,yes,13,3.0,1,,,,0,8.0,1,3.0,1,,0,1,1988,Unknown,Si
1262,1262,38.0,No,rarely,1261.0,,38,4,,271.0,4,M,,3,2, manufacturing director ,3,unknown,7259,9,unknown,14,3.0,2,"80,0",78636.0,6553.0,0,14.0,3,3.0,1,,0,0,1985,Unknown,No
1263,1263,38.0,Yes,,1180.0,,29,1,Medical,282.0,2,M,70.0,3,2, healthcare representative ,1,married,11354,7,yes,19,,2,"80,0",80076.0,6673.0,0,17.0,2,3.0,1,,0,0,1985,Unknown,No
1264,1264,41.0,No,,896.0, Sales ,6,3,Life Sciences,unknown,4,F,75.0,3,3, manager ,4,single,14674,3,yes,18,3.0,3,,163092.0,13591.0,0,,3,3.0,1,,0,0,1982, manager  -  sales ,No
1265,1265,59.0,No,rarely,142.0,,3,3,Life Sciences,309.0,3,M,70.0,2,1, research scientist ,4,married,8456,3,unknown,17,3.0,1,,26124.0,2177.0,1,7.0,6,3.0,1,,0,0,1964,Unknown,Si
1266,1266,50.0,No,rarely,854.0,,1,4,Medical,323.0,4,F,68.0,3,5, manager ,4,divorced,24118,3,no,11,3.0,3,,234204.0,19517.0,1,,3,2.0,7,,0,6,1973,Unknown,No
1267,1267,41.0,No,rarely,1411.0, Research & Development ,19,2,Life Sciences,334.0,3,M,36.0,3,2, research scientist ,1,divorced,19877,2,unknown,16,3.0,1,,,,2,17.0,2,2.0,1,,0,0,1982, research scientist  -  research & development ,Si
1268,1268,45.0,No,,252.0,,1,3,,unknown,3,M,70.0,4,5, manager ,4,unknown,15970,0,unknown,11,3.0,3,,230424.0,19202.0,1,25.0,2,3.0,24,,1,7,1978,Unknown,No
1269,1269,37.0,Yes,,504.0,,10,3,Medical,342.0,1,M,61.0,3,3, manufacturing director ,3,unknown,22573,6,no,11,,2,"80,0",120576.0,10048.0,2,17.0,5,3.0,1,,0,0,1986,Unknown,Si
1270,1270,51.0,No,,833.0,,38,3,,unknown,3,M,96.0,3,1, research scientist ,4,married,23231,1,no,11,3.0,2,,32676.0,2723.0,0,1.0,0,2.0,1,,0,0,1972,Unknown,Si
1271,1271,28.0,Yes,rarely,529.0,,2,4,Life Sciences,364.0,1,M,79.0,3,1, laboratory technician ,3,single,14935,2,unknown,11,3.0,3,,,,0,5.0,5,1.0,0,,0,0,1995,Unknown,No
1272,1272,29.0,No,rarely,1210.0,,2,3,Medical,unknown,1,M,78.0,2,2, sales executive ,2,married,3687,2,no,19,3.0,2,,79728.0,6644.0,2,10.0,2,,0,,0,0,1994,Unknown,Si
1273,1273,31.0,No,rarely,1463.0, Research & Development ,23,3,Medical,367.0,2,M,64.0,2,2, healthcare representative ,4,unknown,14408,0,no,21,,2,,,,1,10.0,2,3.0,9,,7,8,1992, healthcare representative  -  research & development ,Si
1274,1274,38.0,No,rarely,322.0,,7,2,Medical,unknown,1,F,44.0,4,2, sales executive ,1,unknown,19191,1,yes,24,4.0,3,,67260.0,5605.0,1,8.0,3,3.0,8,,7,7,1985,Unknown,No
1275,1275,44.0,Yes,frequently,920.0,,12,3,Life Sciences,392.0,1,M,43.0,3,1, laboratory technician ,3,unknown,19920,3,yes,22,4.0,4,,37932.0,3161.0,1,19.0,0,1.0,1,,0,0,1979,Unknown,Si
1276,1276,36.0,No,,506.0,,3,3,Technical Degree,397.0,3,M,30.0,3,2, research scientist ,2,single,26285,4,unknown,12,3.0,4,,,,0,10.0,2,3.0,8,,7,7,1987,Unknown,Si
1277,1277,18.0,Yes,,, Research & Development ,3,3,,unknown,3,M,54.0,3,1, laboratory technician ,3,single,25233,1,no,13,3.0,3,,17040.0,1420.0,0,0.0,2,3.0,0,,0,0,2005, laboratory technician  -  research & development ,Si
1278,1278,36.0,No,,566.0,,18,4,Life Sciences,407.0,3,M,81.0,4,1, laboratory technician ,4,married,7122,4,no,18,3.0,4,,,,2,4.0,2,3.0,1,,0,0,1987,Unknown,Si
1279,1279,18.0,No,,812.0,,10,3,,unknown,4,F,69.0,2,1, sales representative ,3,unknown,9724,1,no,12,3.0,1,,14400.0,1200.0,0,0.0,2,3.0,0,,0,0,2005,Unknown,No
1280,1280,39.0,Yes,rarely,1162.0,,3,2,,445.0,4,F,41.0,3,2, sales executive ,3,married,17778,4,yes,18,3.0,1,,62856.0,5238.0,0,12.0,3,2.0,1,,0,0,1984,Unknown,Si
1281,1281,43.0,No,rarely,1001.0, Research & Development ,15,3,,unknown,1,F,43.0,3,3, healthcare representative ,1,married,9262,8,no,16,3.0,1,,119820.0,9985.0,1,,1,2.0,1,,0,0,1980, healthcare representative  -  research & development ,Si
1282,1282,47.0,No,frequently,1309.0,,4,1,Medical,unknown,2,M,99.0,3,2, sales representative ,3,unknown,25751,3,no,19,3.0,1,,,,0,5.0,3,3.0,0,,0,0,1976,Unknown,No
1283,1283,42.0,No,rarely,810.0,,23,5,,468.0,1,F,44.0,3,4, research director ,4,single,15901,2,no,14,3.0,2,,191904.0,15992.0,0,16.0,2,3.0,1,,0,0,1981,Unknown,No
1284,1284,32.0,No,,1062.0,,2,3,,471.0,3,F,75.0,3,1, laboratory technician ,2,married,3956,1,no,13,,3,,28440.0,2370.0,1,8.0,4,3.0,8,,0,7,1991,Unknown,Si
1285,1285,48.0,No,rarely,530.0,,29,1,Medical,473.0,1,F,91.0,3,3, manager ,3,married,23978,3,unknown,21,4.0,2,,,,1,15.0,3,1.0,0,,0,0,1975,Unknown,Si
1286,1286,42.0,No,rarely,1332.0, Research & Development ,2,4,,477.0,1,M,98.0,2,2, healthcare representative ,4,unknown,17078,3,unknown,23,4.0,2,,81372.0,6781.0,0,,6,3.0,1,,0,0,1981, healthcare representative  -  research & development ,No
1287,1287,36.0,No,non-travel,845.0,,1,5,Medical,479.0,4,F,45.0,3,2, sales executive ,4,unknown,15276,4,unknown,15,,2,,79836.0,6653.0,0,,6,3.0,1,,0,0,1987,Unknown,Si
1288,1288,33.0,Yes,rarely,350.0,,5,3,Marketing,485.0,4,F,34.0,3,1, sales representative ,3,single,9150,1,unknown,13,,2,,34212.0,2851.0,0,1.0,2,3.0,1,,0,0,1990,Unknown,No
1289,1289,46.0,No,,1144.0, Research & Development ,7,4,Medical,487.0,3,F,30.0,3,2, manufacturing director ,3,married,16044,2,unknown,14,3.0,3,,63096.0,5258.0,0,7.0,2,4.0,1,,0,0,1977, manufacturing director  -  research & development ,Si
1290,1290,21.0,Yes,rarely,156.0, Sales ,12,3,Life Sciences,494.0,3,F,90.0,4,1, sales representative ,2,single,25422,1,unknown,15,3.0,4,,,,0,1.0,0,3.0,1,,0,0,2002, sales representative  -  sales ,No
1291,1291,30.0,No,,202.0,,2,1,Technical Degree,508.0,3,M,72.0,3,1, sales representative ,2,unknown,17434,1,unknown,18,3.0,1,,29712.0,2476.0,1,,3,3.0,1,,0,0,1993,Unknown,Si
1292,1292,30.0,Yes,frequently,464.0,,4,3,,514.0,3,M,40.0,3,1, research scientist ,4,single,3427,9,yes,23,4.0,3,,27420.0,2285.0,0,3.0,4,3.0,1,,0,0,1993,Unknown,No
1293,1293,32.0,No,rarely,1305.0,,10,4,,518.0,3,M,49.0,3,2, manufacturing director ,2,single,21123,2,unknown,12,3.0,4,,50364.0,4197.0,0,18.0,2,2.0,1,,0,1,1986,Unknown,Si
1294,1294,40.0,No,rarely,555.0,,2,3,,unknown,2,F,78.0,2,2, laboratory technician ,3,married,13436,6,no,22,4.0,2,,41376.0,3448.0,1,,3,3.0,1,,0,0,1983,Unknown,Si
1295,1295,28.0,No,rarely,1300.0,,17,2,,unknown,3,M,79.0,3,2, laboratory technician ,1,unknown,13535,1,unknown,12,3.0,4,,54696.0,4558.0,1,10.0,2,,10,,1,8,1995,Unknown,No
1296,1296,38.0,No,frequently,1490.0,,2,2,,556.0,4,M,42.0,3,1, laboratory technician ,4,married,12106,1,yes,23,4.0,3,,20424.0,1702.0,1,,3,3.0,1,,0,0,1985,Unknown,No
1297,1297,19.0,Yes,,489.0,,2,2,Technical Degree,566.0,1,M,,2,1, human resources ,4,single,18437,1,no,12,3.0,3,,30768.0,2564.0,0,1.0,3,4.0,1,,0,0,2004,Unknown,Si
1298,1298,57.0,No,rarely,210.0,,29,3,,568.0,1,M,56.0,2,4, manager ,4,divorced,22102,3,no,12,3.0,3,,,,1,,3,2.0,1,,0,0,1966,Unknown,Si
1299,1299,47.0,No,rarely,983.0,,2,2,Medical,unknown,1,F,65.0,3,2, manufacturing director ,4,unknown,7389,5,unknown,13,,3,,60840.0,5070.0,3,20.0,2,3.0,5,,0,4,1976,Unknown,Si
1300,1300,54.0,No,rarely,548.0,,8,4,Life Sciences,unknown,3,F,42.0,3,2, laboratory technician ,3,single,23428,7,unknown,11,3.0,3,"80,0",45360.0,3780.0,0,,3,3.0,1,,0,0,1969,Unknown,No
1301,1301,31.0,Yes,frequently,534.0,,42,3,,unknown,4,M,66.0,3,3, healthcare representative ,3,unknown,22908,3,no,12,3.0,1,,117888.0,9824.0,0,12.0,2,3.0,1,,0,0,1992,Unknown,Si
1302,1302,18.0,Yes,frequently,1306.0,,5,3,Marketing,614.0,2,M,69.0,3,1, sales representative ,2,unknown,8059,1,yes,14,3.0,4,,22536.0,1878.0,0,,3,3.0,0,,0,0,2005,Unknown,No
1303,1303,40.0,No,,1094.0,,28,3,Other,615.0,3,M,58.0,1,3, sales executive ,1,unknown,11373,3,no,15,3.0,3,,,,1,20.0,2,3.0,1,,0,1,1983,Unknown,Si
1304,1304,26.0,No,,775.0,,29,2,,unknown,1,M,45.0,3,2, sales executive ,3,unknown,4267,5,unknown,12,3.0,1,,,,2,8.0,5,3.0,0,,0,0,1997,Unknown,Si
1305,1305,26.0,Yes,rarely,471.0, Research & Development ,24,3,,622.0,3,M,66.0,1,1, laboratory technician ,4,single,23213,1,yes,18,3.0,2,,28080.0,2340.0,0,1.0,3,1.0,1,,0,0,1997, laboratory technician  -  research & development ,Si
1306,1306,38.0,No,,1495.0,,10,3,,unknown,3,F,76.0,3,2, healthcare representative ,3,unknown,22174,3,no,19,3.0,3,"80,0",,,1,18.0,4,,1,,0,0,1985,Unknown,Si
1307,1307,24.0,No,,823.0,,17,2,Other,643.0,4,M,94.0,2,1, laboratory technician ,2,married,9100,1,no,21,4.0,4,,25524.0,2127.0,1,1.0,2,3.0,1,,0,0,1999,Unknown,Si
1308,1308,30.0,Yes,frequently,448.0,,12,4,,648.0,2,M,74.0,2,1, sales representative ,1,married,14470,1,no,18,3.0,3,,24396.0,2033.0,1,1.0,2,4.0,1,,0,0,1993,Unknown,Si
1309,1309,37.0,No,rarely,558.0,,2,3,Marketing,656.0,4,M,75.0,3,2, sales executive ,3,married,3010,4,unknown,11,3.0,3,,115224.0,9602.0,1,,3,2.0,3,,1,0,1986,Unknown,No
1310,1310,20.0,No,rarely,959.0, Research & Development ,1,3,Life Sciences,657.0,4,F,83.0,2,1, research scientist ,2,unknown,11757,1,no,13,,4,"80,0",,,0,1.0,0,4.0,1,,0,0,2003, research scientist  -  research & development ,Si
1311,1311,43.0,No,,782.0,,14,4,Other,661.0,2,M,50.0,2,4, research director ,4,divorced,2671,4,unknown,14,3.0,3,,199524.0,16627.0,1,21.0,3,,1,,0,0,1980,Unknown,No
1312,1312,38.0,No,,362.0,,27,1,Life Sciences,662.0,3,F,,3,1, research scientist ,1,unknown,14561,3,no,17,3.0,4,,,,0,8.0,3,2.0,0,,0,0,1985,Unknown,Si
1313,1313,33.0,No,,1216.0, Sales ,8,4,Marketing,unknown,3,M,39.0,3,2, sales executive ,3,divorced,20431,0,unknown,12,3.0,4,"80,0",,,0,6.0,3,3.0,5,,1,2,1990, sales executive  -  sales ,No
1314,1314,30.0,No,,160.0,,3,3,,unknown,3,F,71.0,3,1, research scientist ,3,unknown,22653,1,no,20,4.0,3,,24996.0,2083.0,1,1.0,2,,1,,0,0,1993,Unknown,No
1315,1315,29.0,No,,, Sales ,44,2,Medical,690.0,2,F,62.0,3,2, sales executive ,3,unknown,3487,1,no,14,3.0,1,,,,1,,5,2.0,6,,1,2,1994, sales executive  -  sales ,No
1316,1316,20.0,Yes,,1362.0,,10,1,Medical,701.0,4,M,32.0,3,1, research scientist ,3,single,26999,1,unknown,11,3.0,4,,12108.0,1009.0,0,,5,3.0,1,,1,1,2003,Unknown,Si
1317,1317,35.0,No,non-travel,727.0,,20,3,,704.0,2,M,41.0,2,1, laboratory technician ,3,married,16900,1,no,18,3.0,3,,,,2,1.0,3,3.0,1,,0,0,1988,Unknown,No
1318,1318,37.0,No,,1225.0,,10,2,Life Sciences,715.0,4,M,80.0,4,1, research scientist ,4,single,15232,3,no,17,3.0,1,,,,0,,2,,1,,0,0,1986,Unknown,Si
1319,1319,38.0,No,,168.0,,1,3,,743.0,3,F,81.0,3,3, manufacturing director ,3,single,15397,4,yes,14,,4,,94332.0,7861.0,0,10.0,4,,1,,0,0,1985,Unknown,Si
1320,1320,29.0,No,,1396.0,,10,3,,749.0,3,M,,3,1, sales representative ,3,single,2755,1,no,11,3.0,3,,31704.0,2642.0,0,1.0,6,,1,,0,0,1994,Unknown,No
1321,1321,35.0,No,,1225.0,,2,4,,unknown,4,F,61.0,3,2, healthcare representative ,1,divorced,4761,2,no,11,3.0,1,,,,1,16.0,2,4.0,1,,0,0,1988,Unknown,Si
1322,1322,38.0,No,rarely,268.0,,2,5,Medical,773.0,4,M,92.0,3,1, research scientist ,3,married,20471,6,yes,13,3.0,2,"80,0",,,1,,0,1.0,1,,0,1,1985,Unknown,Si
1323,1323,34.0,No,rarely,167.0,,8,5,Life Sciences,775.0,2,F,32.0,3,2, manufacturing director ,1,unknown,4187,3,no,14,3.0,3,,61452.0,5121.0,1,,3,,0,,0,0,1989,Unknown,Si
1324,1324,23.0,Yes,,1243.0,,6,3,Life Sciences,811.0,3,M,,4,1, laboratory technician ,1,unknown,3445,1,yes,21,4.0,3,,,,2,1.0,2,3.0,0,,0,0,2000,Unknown,No
1325,1325,24.0,No,,1092.0,,9,3,Life Sciences,812.0,3,M,60.0,2,1, laboratory technician ,2,divorced,26551,1,no,11,3.0,3,,32328.0,2694.0,3,,4,3.0,1,,0,0,1999,Unknown,No
1326,1326,29.0,Yes,rarely,805.0,,1,2,Life Sciences,816.0,2,F,36.0,2,1, laboratory technician ,1,married,6689,1,unknown,11,3.0,4,,,,1,1.0,1,3.0,1,,0,0,1994,Unknown,Si
1327,1327,40.0,No,frequently,720.0,,16,4,Medical,832.0,1,M,51.0,2,2, laboratory technician ,3,unknown,11983,6,no,14,3.0,4,,61128.0,5094.0,0,10.0,6,3.0,1,,0,0,1983,Unknown,Si
1328,1328,30.0,No,rarely,, Research & Development ,2,3,,833.0,3,F,52.0,2,2, manufacturing director ,4,single,20234,5,unknown,24,4.0,2,,,,0,12.0,4,2.0,0,,0,0,1993, manufacturing director  -  research & development ,Si
1329,1329,45.0,No,,252.0,,2,3,,834.0,2,F,95.0,2,1, research scientist ,3,unknown,6153,1,no,14,3.0,4,,27288.0,2274.0,0,1.0,3,3.0,1,,0,0,1978,Unknown,Si
1330,1330,27.0,No,,443.0,,3,3,Medical,unknown,4,M,50.0,3,1, research scientist ,4,married,16571,1,unknown,11,3.0,3,"80,0",,,3,0.0,6,2.0,0,,0,0,1996,Unknown,Si
1331,1331,37.0,No,,342.0,,16,4,Marketing,unknown,4,M,66.0,2,2, sales executive ,3,unknown,24558,4,unknown,19,,4,"80,0",,,2,9.0,2,3.0,1,,0,0,1986,Unknown,Si
1332,1332,32.0,No,,300.0,,1,3,Life Sciences,unknown,4,M,61.0,3,1, laboratory technician ,4,divorced,9148,0,no,12,,2,,27768.0,2314.0,1,4.0,2,3.0,3,,0,2,1991,Unknown,Si
1333,1333,53.0,No,rarely,868.0,,8,3,Marketing,897.0,1,M,73.0,3,4, sales executive ,4,married,22789,5,unknown,14,3.0,3,"80,0",,,1,28.0,3,3.0,2,,2,2,1970,Unknown,Si
1334,1334,37.0,No,,1252.0,,19,2,,904.0,1,M,32.0,3,3, sales executive ,2,single,4814,1,yes,13,3.0,4,,,,0,,2,3.0,10,,0,9,1986,Unknown,No
1335,1335,32.0,Yes,rarely,374.0,,25,4,,911.0,1,M,87.0,3,1, laboratory technician ,4,unknown,18016,1,unknown,24,4.0,3,,,,0,1.0,2,1.0,1,,0,1,1991,Unknown,Si
1336,1336,58.0,Yes,frequently,781.0,,2,1,,918.0,4,M,57.0,2,1, laboratory technician ,4,divorced,13384,9,unknown,14,3.0,4,,28560.0,2380.0,1,3.0,3,2.0,1,,0,0,1965,Unknown,Si
1337,1337,43.0,No,rarely,177.0,,8,3,,unknown,1,F,55.0,3,2, manufacturing director ,2,divorced,23814,4,no,21,4.0,3,,,,1,4.0,2,4.0,1,,0,0,1980,Unknown,No
1338,1338,21.0,Yes,rarely,1427.0, Research & Development ,18,1,Other,923.0,4,F,65.0,3,1, research scientist ,4,single,8870,1,no,19,,1,,,,0,,3,2.0,1,,0,0,2002, research scientist  -  research & development ,No
1339,1339,34.0,No,,546.0,,48,3,Life Sciences,934.0,4,M,83.0,3,1, laboratory technician ,2,unknown,6896,1,no,14,3.0,2,"80,0",24096.0,2008.0,2,1.0,3,3.0,1,,1,0,1989,Unknown,Si
1340,1340,58.0,No,,1272.0,,5,3,,940.0,3,F,37.0,2,3, healthcare representative ,2,divorced,9255,2,unknown,13,,4,,126624.0,10552.0,1,24.0,3,3.0,6,,0,4,1965,Unknown,No
1341,1341,48.0,No,,,,20,4,Medical,945.0,4,M,51.0,3,1, research scientist ,3,married,5543,4,unknown,17,3.0,1,"80,0",27108.0,2259.0,2,13.0,2,2.0,0,,0,0,1975,Unknown,No
1342,1342,32.0,No,non-travel,1184.0,,1,3,Life Sciences,951.0,3,F,70.0,2,1, laboratory technician ,2,married,3974,6,no,20,,3,,,,0,5.0,3,3.0,3,,0,2,1991,Unknown,Si
1343,1343,25.0,Yes,,867.0,,19,2,Marketing,952.0,3,M,36.0,2,1, sales representative ,2,married,18798,1,yes,18,,3,"80,0",28956.0,2413.0,3,,2,3.0,1,,0,0,1998,Unknown,No
1344,1344,40.0,No,,658.0, Sales ,10,4,Marketing,954.0,1,M,67.0,2,3, sales executive ,2,divorced,20652,2,no,12,3.0,2,"80,0",,,1,11.0,2,2.0,1,,0,0,1983, sales executive  -  sales ,Si
1345,1345,19.0,Yes,,419.0,,21,3,Other,959.0,4,M,37.0,2,1, sales representative ,2,single,9947,1,yes,13,3.0,2,"80,0",25452.0,2121.0,0,1.0,3,4.0,1,,0,0,2004,Unknown,No
1346,1346,20.0,Yes,rarely,129.0, Research & Development ,4,3,Technical Degree,unknown,1,M,84.0,3,1, laboratory technician ,1,single,13008,1,unknown,19,3.0,2,"80,0",,,0,1.0,2,3.0,1,,0,0,2003, laboratory technician  -  research & development ,No
1347,1347,33.0,No,rarely,1069.0,,1,3,,unknown,2,F,42.0,2,2, healthcare representative ,4,unknown,12291,0,unknown,14,3.0,1,,,,0,6.0,3,3.0,5,,1,4,1990,Unknown,Si
1348,1348,58.0,Yes,rarely,289.0,,2,3,,unknown,4,M,51.0,3,1, research scientist ,3,single,26227,4,no,24,4.0,1,"80,0",29748.0,2479.0,0,7.0,4,3.0,1,,0,0,1965,Unknown,No
1349,1349,40.0,Yes,non-travel,1479.0,,24,3,,986.0,2,F,100.0,4,4, sales executive ,2,single,17071,4,unknown,16,3.0,4,,158328.0,13194.0,0,22.0,2,2.0,1,,0,0,1983,Unknown,Si
1350,1350,29.0,Yes,rarely,906.0,,10,3,,994.0,4,F,92.0,2,1, research scientist ,1,single,11479,6,yes,20,4.0,3,,,,0,3.0,5,3.0,0,,0,0,1994,Unknown,Si
1351,1351,47.0,No,rarely,955.0,,18,2,Life Sciences,1003.0,4,F,83.0,3,2, sales executive ,4,single,8571,1,yes,17,3.0,3,,49956.0,4163.0,0,9.0,0,3.0,9,,0,7,1976,Unknown,No
1352,1352,18.0,No,,287.0,,5,2,,1012.0,2,M,73.0,3,1, research scientist ,4,unknown,13493,1,no,15,3.0,4,,,,0,,2,3.0,0,,0,0,2005,Unknown,Si
1353,1353,20.0,Yes,,1097.0,,16,3,Medical,unknown,4,F,98.0,2,1, research scientist ,1,unknown,18275,1,yes,15,3.0,1,"80,0",31200.0,2600.0,0,1.0,2,3.0,1,,0,0,2003,Unknown,No
1354,1354,42.0,No,,265.0,,5,2,,1029.0,4,M,90.0,3,5, manager ,3,unknown,7770,6,no,13,3.0,2,,219636.0,18303.0,0,21.0,3,4.0,1,,0,0,1981,Unknown,Si
1355,1355,50.0,No,rarely,804.0, Research & Development ,9,3,,unknown,1,M,64.0,3,1, laboratory technician ,4,married,20165,4,no,18,,2,,28560.0,2380.0,0,8.0,5,3.0,1,,0,0,1973, laboratory technician  -  research & development ,Si
1356,1356,37.0,Yes,rarely,1141.0,,11,2,Medical,1033.0,1,F,61.0,1,2, healthcare representative ,2,unknown,14382,5,no,15,3.0,1,,57324.0,4777.0,0,15.0,2,1.0,1,,0,0,1986,Unknown,Si
1357,1357,38.0,No,,,,3,4,Life Sciences,unknown,2,M,42.0,3,2, sales executive ,4,unknown,4981,8,yes,12,3.0,3,"80,0",,,0,19.0,1,3.0,1,,0,0,1985,Unknown,No
1358,1358,36.0,Yes,,660.0,,15,3,,1052.0,1,M,81.0,3,2, laboratory technician ,3,divorced,7858,7,unknown,14,3.0,2,,,,1,9.0,3,2.0,1,,0,0,1987,Unknown,Si
1359,1359,28.0,No,rarely,1144.0, Sales ,10,1,Medical,1056.0,4,M,74.0,3,1, sales representative ,2,married,23384,1,no,22,4.0,2,,12624.0,1052.0,0,,5,3.0,1,,0,0,1995, sales representative  -  sales ,Si
1360,1360,43.0,No,,415.0,,25,3,,1076.0,3,M,,2,3, sales executive ,4,unknown,5268,5,no,13,3.0,3,,,,1,18.0,5,3.0,1,,0,0,1980,Unknown,Si
1361,1361,21.0,Yes,rarely,1334.0, Research & Development ,10,3,,1079.0,3,F,36.0,2,1, laboratory technician ,1,single,17258,1,no,13,,1,,,,0,1.0,6,2.0,1,,1,0,2002, laboratory technician  -  research & development ,Si
1362,1362,51.0,Yes,rarely,1323.0,,4,4,,1081.0,1,M,34.0,3,1, research scientist ,3,married,10332,9,unknown,12,,3,,29532.0,2461.0,3,18.0,2,4.0,10,,2,7,1972,Unknown,No
1363,1363,37.0,No,,309.0, Sales ,10,4,,1105.0,4,F,88.0,2,2, sales executive ,4,divorced,24223,2,yes,14,,3,,,,3,8.0,5,3.0,1,,0,0,1986, sales executive  -  sales ,No
1364,1364,28.0,Yes,,1009.0, Research & Development ,1,3,Medical,1111.0,1,M,45.0,2,1, laboratory technician ,2,divorced,7160,1,no,15,,1,"80,0",31152.0,2596.0,2,,2,3.0,1,,0,0,1995, laboratory technician  -  research & development ,No
1365,1365,50.0,Yes,,,,1,4,,1113.0,4,M,81.0,3,2, sales executive ,3,single,17251,3,yes,14,3.0,4,"80,0",56736.0,4728.0,0,5.0,4,3.0,0,,0,0,1973,Unknown,Si
1366,1366,34.0,No,,697.0,,3,4,,1115.0,3,M,40.0,2,1, research scientist ,4,unknown,22478,3,no,17,3.0,4,,,,3,6.0,2,3.0,0,,0,0,1989,Unknown,Si
1367,1367,38.0,No,rarely,130.0,,2,2,Marketing,1125.0,4,M,32.0,3,3, sales executive ,2,single,20619,7,no,16,3.0,3,,88212.0,7351.0,0,,2,3.0,1,,0,0,1985,Unknown,Si
1368,1368,42.0,No,,188.0,,29,3,,unknown,2,M,56.0,1,2, laboratory technician ,4,unknown,9558,4,unknown,19,3.0,1,,,,0,16.0,3,3.0,1,,0,0,1981,Unknown,No
1369,1369,18.0,Yes,,247.0,,8,1,,1156.0,3,M,80.0,3,1, laboratory technician ,3,single,13556,1,no,12,3.0,4,,,,0,,0,3.0,0,,0,0,2005,Unknown,Si
1370,1370,41.0,No,,167.0,,12,4,,1158.0,2,M,46.0,3,1, laboratory technician ,4,unknown,9051,3,yes,11,3.0,1,"80,0",57192.0,4766.0,1,6.0,4,,1,,0,0,1982,Unknown,No
1371,1371,35.0,No,rarely,982.0, Research & Development ,1,4,Medical,1172.0,4,M,58.0,2,1, laboratory technician ,3,unknown,16340,6,no,12,3.0,2,,27096.0,2258.0,1,,2,3.0,8,,1,7,1988, laboratory technician  -  research & development ,Si
1372,1372,32.0,No,,862.0, Sales ,2,1,,1190.0,3,F,76.0,3,1, sales representative ,1,unknown,14947,1,unknown,12,3.0,3,"80,0",33924.0,2827.0,3,1.0,3,3.0,1,,0,0,1991, sales representative  -  sales ,Si
1373,1373,22.0,Yes,,1256.0,,3,4,Life Sciences,unknown,3,M,48.0,2,1, research scientist ,4,married,4223,0,yes,11,3.0,2,,34236.0,2853.0,1,1.0,5,3.0,0,,0,0,2001,Unknown,Si
