,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,yearincome,monthlyincome,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,roledepartament,remotework
1292,30.0,Yes,frequently,464.0,unknown,4,3,unknown,514.0,3,M,40.0,3,1, research scientist ,4,single,3427,9,yes,23,4.0,3,40.0,27420.0,2285.0,0,3.0,4,3.0,1,0,0,1993,unknown,No
1293,32.0,No,rarely,1305.0,unknown,10,4,unknown,518.0,3,M,49.0,3,2, manufacturing director ,2,single,21123,2,unknown,12,3.0,4,40.0,50364.0,4197.0,0,18.0,2,2.0,1,0,1,1986,unknown,Si
1294,40.0,No,rarely,555.0,unknown,2,3,unknown,unknown,2,F,78.0,2,2, laboratory technician ,3,married,13436,6,no,22,4.0,2,40.0,41376.0,3448.0,1,11.318933823529411,3,3.0,1,0,0,1983,unknown,Si
1295,28.0,No,rarely,1300.0,unknown,17,2,unknown,unknown,3,M,79.0,3,2, laboratory technician ,1,unknown,13535,1,unknown,12,3.0,4,40.0,54696.0,4558.0,1,10.0,2,2.76,10,1,8,1995,unknown,No
1296,38.0,No,frequently,1490.0,unknown,2,2,unknown,556.0,4,M,42.0,3,1, laboratory technician ,4,married,12106,1,yes,23,4.0,3,40.0,20424.0,1702.0,1,11.318933823529411,3,3.0,1,0,0,1985,unknown,No
1297,19.0,Yes,rarely,489.0,unknown,2,2,Technical Degree,566.0,1,M,66.0281045751634,2,1, human resources ,4,single,18437,1,no,12,3.0,3,40.0,30768.0,2564.0,0,1.0,3,4.0,1,0,0,2004,unknown,Si
1298,57.0,No,rarely,210.0,unknown,29,3,unknown,568.0,1,M,56.0,2,4, manager ,4,divorced,22102,3,no,12,3.0,3,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,3,2.0,1,0,0,1966,unknown,Si
1299,47.0,No,rarely,983.0,unknown,2,2,Medical,unknown,1,F,65.0,3,2, manufacturing director ,4,unknown,7389,5,unknown,13,3.15,3,40.0,60840.0,5070.0,3,20.0,2,3.0,5,0,4,1976,unknown,Si
1300,54.0,No,rarely,548.0,unknown,8,4,Life Sciences,unknown,3,F,42.0,3,2, laboratory technician ,3,single,23428,7,unknown,11,3.0,3,40.0,45360.0,3780.0,0,11.318933823529411,3,3.0,1,0,0,1969,unknown,No
1301,31.0,Yes,frequently,534.0,unknown,42,3,unknown,unknown,4,M,66.0,3,3, healthcare representative ,3,unknown,22908,3,no,12,3.0,1,40.0,117888.0,9824.0,0,12.0,2,3.0,1,0,0,1992,unknown,Si
1302,18.0,Yes,frequently,1306.0,unknown,5,3,Marketing,614.0,2,M,69.0,3,1, sales representative ,2,unknown,8059,1,yes,14,3.0,4,40.0,22536.0,1878.0,0,11.318933823529411,3,3.0,0,0,0,2005,unknown,No
1303,40.0,No,rarely,1094.0,unknown,28,3,Other,615.0,3,M,58.0,1,3, sales executive ,1,unknown,11373,3,no,15,3.0,3,40.0,77732.23346303502,6477.686121919585,1,20.0,2,3.0,1,0,1,1983,unknown,Si
1304,26.0,No,rarely,775.0,unknown,29,2,unknown,unknown,1,M,45.0,3,2, sales executive ,3,unknown,4267,5,unknown,12,3.0,1,40.0,77732.23346303502,6477.686121919585,2,8.0,5,3.0,0,0,0,1997,unknown,Si
1305,26.0,Yes,rarely,471.0, Research & Development ,24,3,unknown,622.0,3,M,66.0,1,1, laboratory technician ,4,single,23213,1,yes,18,3.0,2,40.0,28080.0,2340.0,0,1.0,3,1.0,1,0,0,1997, laboratory technician  -  research & development ,Si
1306,38.0,No,rarely,1495.0,unknown,10,3,unknown,unknown,3,F,76.0,3,2, healthcare representative ,3,unknown,22174,3,no,19,3.0,3,40.0,77732.23346303502,6477.686121919585,1,18.0,4,2.76,1,0,0,1985,unknown,Si
1307,24.0,No,rarely,823.0,unknown,17,2,Other,643.0,4,M,94.0,2,1, laboratory technician ,2,married,9100,1,no,21,4.0,4,40.0,25524.0,2127.0,1,1.0,2,3.0,1,0,0,1999,unknown,Si
1308,30.0,Yes,frequently,448.0,unknown,12,4,unknown,648.0,2,M,74.0,2,1, sales representative ,1,married,14470,1,no,18,3.0,3,40.0,24396.0,2033.0,1,1.0,2,4.0,1,0,0,1993,unknown,Si
1309,37.0,No,rarely,558.0,unknown,2,3,Marketing,656.0,4,M,75.0,3,2, sales executive ,3,married,3010,4,unknown,11,3.0,3,40.0,115224.0,9602.0,1,11.318933823529411,3,2.0,3,1,0,1986,unknown,No
1310,20.0,No,rarely,959.0, Research & Development ,1,3,Life Sciences,657.0,4,F,83.0,2,1, research scientist ,2,unknown,11757,1,no,13,3.15,4,40.0,77732.23346303502,6477.686121919585,0,1.0,0,4.0,1,0,0,2003, research scientist  -  research & development ,Si
1311,43.0,No,rarely,782.0,unknown,14,4,Other,661.0,2,M,50.0,2,4, research director ,4,divorced,2671,4,unknown,14,3.0,3,40.0,199524.0,16627.0,1,21.0,3,2.76,1,0,0,1980,unknown,No
1312,38.0,No,rarely,362.0,unknown,27,1,Life Sciences,662.0,3,F,66.0281045751634,3,1, research scientist ,1,unknown,14561,3,no,17,3.0,4,40.0,77732.23346303502,6477.686121919585,0,8.0,3,2.0,0,0,0,1985,unknown,Si
1313,33.0,No,rarely,1216.0, Sales ,8,4,Marketing,unknown,3,M,39.0,3,2, sales executive ,3,divorced,20431,0,unknown,12,3.0,4,40.0,77732.23346303502,6477.686121919585,0,6.0,3,3.0,5,1,2,1990, sales executive  -  sales ,No
1314,30.0,No,rarely,160.0,unknown,3,3,unknown,unknown,3,F,71.0,3,1, research scientist ,3,unknown,22653,1,no,20,4.0,3,40.0,24996.0,2083.0,1,1.0,2,2.76,1,0,0,1993,unknown,No
1315,29.0,No,rarely,, Sales ,44,2,Medical,690.0,2,F,62.0,3,2, sales executive ,3,unknown,3487,1,no,14,3.0,1,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,5,2.0,6,1,2,1994, sales executive  -  sales ,No
1316,20.0,Yes,rarely,1362.0,unknown,10,1,Medical,701.0,4,M,32.0,3,1, research scientist ,3,single,26999,1,unknown,11,3.0,4,40.0,12108.0,1009.0,0,11.318933823529411,5,3.0,1,1,1,2003,unknown,Si
1317,35.0,No,non-travel,727.0,unknown,20,3,unknown,704.0,2,M,41.0,2,1, laboratory technician ,3,married,16900,1,no,18,3.0,3,40.0,77732.23346303502,6477.686121919585,2,1.0,3,3.0,1,0,0,1988,unknown,No
1318,37.0,No,rarely,1225.0,unknown,10,2,Life Sciences,715.0,4,M,80.0,4,1, research scientist ,4,single,15232,3,no,17,3.0,1,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,2,2.76,1,0,0,1986,unknown,Si
1319,38.0,No,rarely,168.0,unknown,1,3,unknown,743.0,3,F,81.0,3,3, manufacturing director ,3,single,15397,4,yes,14,3.15,4,40.0,94332.0,7861.0,0,10.0,4,2.76,1,0,0,1985,unknown,Si
1320,29.0,No,rarely,1396.0,unknown,10,3,unknown,749.0,3,M,66.0281045751634,3,1, sales representative ,3,single,2755,1,no,11,3.0,3,40.0,31704.0,2642.0,0,1.0,6,2.76,1,0,0,1994,unknown,No
1321,35.0,No,rarely,1225.0,unknown,2,4,unknown,unknown,4,F,61.0,3,2, healthcare representative ,1,divorced,4761,2,no,11,3.0,1,40.0,77732.23346303502,6477.686121919585,1,16.0,2,4.0,1,0,0,1988,unknown,Si
1322,38.0,No,rarely,268.0,unknown,2,5,Medical,773.0,4,M,92.0,3,1, research scientist ,3,married,20471,6,yes,13,3.0,2,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,0,1.0,1,0,1,1985,unknown,Si
1323,34.0,No,rarely,167.0,unknown,8,5,Life Sciences,775.0,2,F,32.0,3,2, manufacturing director ,1,unknown,4187,3,no,14,3.0,3,40.0,61452.0,5121.0,1,11.318933823529411,3,2.76,0,0,0,1989,unknown,Si
1324,23.0,Yes,rarely,1243.0,unknown,6,3,Life Sciences,811.0,3,M,66.0281045751634,4,1, laboratory technician ,1,unknown,3445,1,yes,21,4.0,3,40.0,77732.23346303502,6477.686121919585,2,1.0,2,3.0,0,0,0,2000,unknown,No
1325,24.0,No,rarely,1092.0,unknown,9,3,Life Sciences,812.0,3,M,60.0,2,1, laboratory technician ,2,divorced,26551,1,no,11,3.0,3,40.0,32328.0,2694.0,3,11.318933823529411,4,3.0,1,0,0,1999,unknown,No
1326,29.0,Yes,rarely,805.0,unknown,1,2,Life Sciences,816.0,2,F,36.0,2,1, laboratory technician ,1,married,6689,1,unknown,11,3.0,4,40.0,77732.23346303502,6477.686121919585,1,1.0,1,3.0,1,0,0,1994,unknown,Si
1327,40.0,No,frequently,720.0,unknown,16,4,Medical,832.0,1,M,51.0,2,2, laboratory technician ,3,unknown,11983,6,no,14,3.0,4,40.0,61128.0,5094.0,0,10.0,6,3.0,1,0,0,1983,unknown,Si
1328,30.0,No,rarely,, Research & Development ,2,3,unknown,833.0,3,F,52.0,2,2, manufacturing director ,4,single,20234,5,unknown,24,4.0,2,40.0,77732.23346303502,6477.686121919585,0,12.0,4,2.0,0,0,0,1993, manufacturing director  -  research & development ,Si
1329,45.0,No,rarely,252.0,unknown,2,3,unknown,834.0,2,F,95.0,2,1, research scientist ,3,unknown,6153,1,no,14,3.0,4,40.0,27288.0,2274.0,0,1.0,3,3.0,1,0,0,1978,unknown,Si
1330,27.0,No,rarely,443.0,unknown,3,3,Medical,unknown,4,M,50.0,3,1, research scientist ,4,married,16571,1,unknown,11,3.0,3,40.0,77732.23346303502,6477.686121919585,3,0.0,6,2.0,0,0,0,1996,unknown,Si
1331,37.0,No,rarely,342.0,unknown,16,4,Marketing,unknown,4,M,66.0,2,2, sales executive ,3,unknown,24558,4,unknown,19,3.15,4,40.0,77732.23346303502,6477.686121919585,2,9.0,2,3.0,1,0,0,1986,unknown,Si
1332,32.0,No,rarely,300.0,unknown,1,3,Life Sciences,unknown,4,M,61.0,3,1, laboratory technician ,4,divorced,9148,0,no,12,3.15,2,40.0,27768.0,2314.0,1,4.0,2,3.0,3,0,2,1991,unknown,Si
1333,53.0,No,rarely,868.0,unknown,8,3,Marketing,897.0,1,M,73.0,3,4, sales executive ,4,married,22789,5,unknown,14,3.0,3,40.0,77732.23346303502,6477.686121919585,1,28.0,3,3.0,2,2,2,1970,unknown,Si
1334,37.0,No,rarely,1252.0,unknown,19,2,unknown,904.0,1,M,32.0,3,3, sales executive ,2,single,4814,1,yes,13,3.0,4,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,2,3.0,10,0,9,1986,unknown,No
1335,32.0,Yes,rarely,374.0,unknown,25,4,unknown,911.0,1,M,87.0,3,1, laboratory technician ,4,unknown,18016,1,unknown,24,4.0,3,40.0,77732.23346303502,6477.686121919585,0,1.0,2,1.0,1,0,1,1991,unknown,Si
1336,58.0,Yes,frequently,781.0,unknown,2,1,unknown,918.0,4,M,57.0,2,1, laboratory technician ,4,divorced,13384,9,unknown,14,3.0,4,40.0,28560.0,2380.0,1,3.0,3,2.0,1,0,0,1965,unknown,Si
1337,43.0,No,rarely,177.0,unknown,8,3,unknown,unknown,1,F,55.0,3,2, manufacturing director ,2,divorced,23814,4,no,21,4.0,3,40.0,77732.23346303502,6477.686121919585,1,4.0,2,4.0,1,0,0,1980,unknown,No
1338,21.0,Yes,rarely,1427.0, Research & Development ,18,1,Other,923.0,4,F,65.0,3,1, research scientist ,4,single,8870,1,no,19,3.15,1,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,3,2.0,1,0,0,2002, research scientist  -  research & development ,No
1339,34.0,No,rarely,546.0,unknown,48,3,Life Sciences,934.0,4,M,83.0,3,1, laboratory technician ,2,unknown,6896,1,no,14,3.0,2,40.0,24096.0,2008.0,2,1.0,3,3.0,1,1,0,1989,unknown,Si
1340,58.0,No,rarely,1272.0,unknown,5,3,unknown,940.0,3,F,37.0,2,3, healthcare representative ,2,divorced,9255,2,unknown,13,3.15,4,40.0,126624.0,10552.0,1,24.0,3,3.0,6,0,4,1965,unknown,No
1341,48.0,No,rarely,,unknown,20,4,Medical,945.0,4,M,51.0,3,1, research scientist ,3,married,5543,4,unknown,17,3.0,1,40.0,27108.0,2259.0,2,13.0,2,2.0,0,0,0,1975,unknown,No
1342,32.0,No,non-travel,1184.0,unknown,1,3,Life Sciences,951.0,3,F,70.0,2,1, laboratory technician ,2,married,3974,6,no,20,3.15,3,40.0,77732.23346303502,6477.686121919585,0,5.0,3,3.0,3,0,2,1991,unknown,Si
1343,25.0,Yes,rarely,867.0,unknown,19,2,Marketing,952.0,3,M,36.0,2,1, sales representative ,2,married,18798,1,yes,18,3.15,3,40.0,28956.0,2413.0,3,11.318933823529411,2,3.0,1,0,0,1998,unknown,No
1344,40.0,No,rarely,658.0, Sales ,10,4,Marketing,954.0,1,M,67.0,2,3, sales executive ,2,divorced,20652,2,no,12,3.0,2,40.0,77732.23346303502,6477.686121919585,1,11.0,2,2.0,1,0,0,1983, sales executive  -  sales ,Si
1345,19.0,Yes,rarely,419.0,unknown,21,3,Other,959.0,4,M,37.0,2,1, sales representative ,2,single,9947,1,yes,13,3.0,2,40.0,25452.0,2121.0,0,1.0,3,4.0,1,0,0,2004,unknown,No
1346,20.0,Yes,rarely,129.0, Research & Development ,4,3,Technical Degree,unknown,1,M,84.0,3,1, laboratory technician ,1,single,13008,1,unknown,19,3.0,2,40.0,77732.23346303502,6477.686121919585,0,1.0,2,3.0,1,0,0,2003, laboratory technician  -  research & development ,No
1347,33.0,No,rarely,1069.0,unknown,1,3,unknown,unknown,2,F,42.0,2,2, healthcare representative ,4,unknown,12291,0,unknown,14,3.0,1,40.0,77732.23346303502,6477.686121919585,0,6.0,3,3.0,5,1,4,1990,unknown,Si
1348,58.0,Yes,rarely,289.0,unknown,2,3,unknown,unknown,4,M,51.0,3,1, research scientist ,3,single,26227,4,no,24,4.0,1,40.0,29748.0,2479.0,0,7.0,4,3.0,1,0,0,1965,unknown,No
1349,40.0,Yes,non-travel,1479.0,unknown,24,3,unknown,986.0,2,F,100.0,4,4, sales executive ,2,single,17071,4,unknown,16,3.0,4,40.0,158328.0,13194.0,0,22.0,2,2.0,1,0,0,1983,unknown,Si
1350,29.0,Yes,rarely,906.0,unknown,10,3,unknown,994.0,4,F,92.0,2,1, research scientist ,1,single,11479,6,yes,20,4.0,3,40.0,77732.23346303502,6477.686121919585,0,3.0,5,3.0,0,0,0,1994,unknown,Si
1351,47.0,No,rarely,955.0,unknown,18,2,Life Sciences,1003.0,4,F,83.0,3,2, sales executive ,4,single,8571,1,yes,17,3.0,3,40.0,49956.0,4163.0,0,9.0,0,3.0,9,0,7,1976,unknown,No
1352,18.0,No,rarely,287.0,unknown,5,2,unknown,1012.0,2,M,73.0,3,1, research scientist ,4,unknown,13493,1,no,15,3.0,4,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,2,3.0,0,0,0,2005,unknown,Si
1353,20.0,Yes,rarely,1097.0,unknown,16,3,Medical,unknown,4,F,98.0,2,1, research scientist ,1,unknown,18275,1,yes,15,3.0,1,40.0,31200.0,2600.0,0,1.0,2,3.0,1,0,0,2003,unknown,No
1354,42.0,No,rarely,265.0,unknown,5,2,unknown,1029.0,4,M,90.0,3,5, manager ,3,unknown,7770,6,no,13,3.0,2,40.0,219636.0,18303.0,0,21.0,3,4.0,1,0,0,1981,unknown,Si
1355,50.0,No,rarely,804.0, Research & Development ,9,3,unknown,unknown,1,M,64.0,3,1, laboratory technician ,4,married,20165,4,no,18,3.15,2,40.0,28560.0,2380.0,0,8.0,5,3.0,1,0,0,1973, laboratory technician  -  research & development ,Si
1356,37.0,Yes,rarely,1141.0,unknown,11,2,Medical,1033.0,1,F,61.0,1,2, healthcare representative ,2,unknown,14382,5,no,15,3.0,1,40.0,57324.0,4777.0,0,15.0,2,1.0,1,0,0,1986,unknown,Si
1357,38.0,No,rarely,,unknown,3,4,Life Sciences,unknown,2,M,42.0,3,2, sales executive ,4,unknown,4981,8,yes,12,3.0,3,40.0,77732.23346303502,6477.686121919585,0,19.0,1,3.0,1,0,0,1985,unknown,No
1358,36.0,Yes,rarely,660.0,unknown,15,3,unknown,1052.0,1,M,81.0,3,2, laboratory technician ,3,divorced,7858,7,unknown,14,3.0,2,40.0,77732.23346303502,6477.686121919585,1,9.0,3,2.0,1,0,0,1987,unknown,Si
1359,28.0,No,rarely,1144.0, Sales ,10,1,Medical,1056.0,4,M,74.0,3,1, sales representative ,2,married,23384,1,no,22,4.0,2,40.0,12624.0,1052.0,0,11.318933823529411,5,3.0,1,0,0,1995, sales representative  -  sales ,Si
1360,43.0,No,rarely,415.0,unknown,25,3,unknown,1076.0,3,M,66.0281045751634,2,3, sales executive ,4,unknown,5268,5,no,13,3.0,3,40.0,77732.23346303502,6477.686121919585,1,18.0,5,3.0,1,0,0,1980,unknown,Si
1361,21.0,Yes,rarely,1334.0, Research & Development ,10,3,unknown,1079.0,3,F,36.0,2,1, laboratory technician ,1,single,17258,1,no,13,3.15,1,40.0,77732.23346303502,6477.686121919585,0,1.0,6,2.0,1,1,0,2002, laboratory technician  -  research & development ,Si
1362,51.0,Yes,rarely,1323.0,unknown,4,4,unknown,1081.0,1,M,34.0,3,1, research scientist ,3,married,10332,9,unknown,12,3.15,3,40.0,29532.0,2461.0,3,18.0,2,4.0,10,2,7,1972,unknown,No
1363,37.0,No,rarely,309.0, Sales ,10,4,unknown,1105.0,4,F,88.0,2,2, sales executive ,4,divorced,24223,2,yes,14,3.15,3,40.0,77732.23346303502,6477.686121919585,3,8.0,5,3.0,1,0,0,1986, sales executive  -  sales ,No
1364,28.0,Yes,rarely,1009.0, Research & Development ,1,3,Medical,1111.0,1,M,45.0,2,1, laboratory technician ,2,divorced,7160,1,no,15,3.15,1,40.0,31152.0,2596.0,2,11.318933823529411,2,3.0,1,0,0,1995, laboratory technician  -  research & development ,No
1365,50.0,Yes,rarely,,unknown,1,4,unknown,1113.0,4,M,81.0,3,2, sales executive ,3,single,17251,3,yes,14,3.0,4,40.0,56736.0,4728.0,0,5.0,4,3.0,0,0,0,1973,unknown,Si
1366,34.0,No,rarely,697.0,unknown,3,4,unknown,1115.0,3,M,40.0,2,1, research scientist ,4,unknown,22478,3,no,17,3.0,4,40.0,77732.23346303502,6477.686121919585,3,6.0,2,3.0,0,0,0,1989,unknown,Si
1367,38.0,No,rarely,130.0,unknown,2,2,Marketing,1125.0,4,M,32.0,3,3, sales executive ,2,single,20619,7,no,16,3.0,3,40.0,88212.0,7351.0,0,11.318933823529411,2,3.0,1,0,0,1985,unknown,Si
1368,42.0,No,rarely,188.0,unknown,29,3,unknown,unknown,2,M,56.0,1,2, laboratory technician ,4,unknown,9558,4,unknown,19,3.0,1,40.0,77732.23346303502,6477.686121919585,0,16.0,3,3.0,1,0,0,1981,unknown,No
1369,18.0,Yes,rarely,247.0,unknown,8,1,unknown,1156.0,3,M,80.0,3,1, laboratory technician ,3,single,13556,1,no,12,3.0,4,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,0,3.0,0,0,0,2005,unknown,Si
1370,41.0,No,rarely,167.0,unknown,12,4,unknown,1158.0,2,M,46.0,3,1, laboratory technician ,4,unknown,9051,3,yes,11,3.0,1,40.0,57192.0,4766.0,1,6.0,4,2.76,1,0,0,1982,unknown,No
1371,35.0,No,rarely,982.0, Research & Development ,1,4,Medical,1172.0,4,M,58.0,2,1, laboratory technician ,3,unknown,16340,6,no,12,3.0,2,40.0,27096.0,2258.0,1,11.318933823529411,2,3.0,8,1,7,1988, laboratory technician  -  research & development ,Si
1372,32.0,No,rarely,862.0, Sales ,2,1,unknown,1190.0,3,F,76.0,3,1, sales representative ,1,unknown,14947,1,unknown,12,3.0,3,40.0,33924.0,2827.0,3,1.0,3,3.0,1,0,0,1991, sales representative  -  sales ,Si
1373,22.0,Yes,rarely,1256.0,unknown,3,4,Life Sciences,unknown,3,M,48.0,2,1, research scientist ,4,married,4223,0,yes,11,3.0,2,40.0,34236.0,2853.0,1,1.0,5,3.0,0,0,0,2001,unknown,Si
1374,44.0,No,non-travel,111.0,unknown,26,3,unknown,1206.0,2,M,74.0,1,1, research scientist ,3,single,4279,2,no,13,3.15,4,40.0,27480.0,2290.0,0,6.0,3,3.0,0,0,0,1979,unknown,Si
1375,41.0,Yes,non-travel,906.0,unknown,5,2,Life Sciences,1210.0,1,M,95.0,2,1, research scientist ,1,unknown,20293,6,no,17,3.0,1,40.0,25284.0,2107.0,1,5.0,2,1.0,1,0,0,1982,unknown,Si
1376,40.0,No,frequently,1184.0,unknown,2,4,unknown,unknown,2,M,62.0,3,2, sales executive ,2,unknown,25440,5,no,12,3.0,4,40.0,77732.23346303502,6477.686121919585,3,11.318933823529411,2,3.0,0,0,0,1983,unknown,No
1377,24.0,Yes,rarely,984.0,unknown,17,2,Life Sciences,unknown,4,F,97.0,3,1, laboratory technician ,2,unknown,3372,1,unknown,13,3.0,1,40.0,26520.0,2210.0,1,1.0,3,1.0,1,0,0,1999,unknown,Si
1378,42.0,No,frequently,458.0,unknown,26,5,Medical,1242.0,1,F,60.0,3,3, research director ,1,married,23281,3,yes,17,3.0,3,40.0,158292.0,13191.0,0,11.318933823529411,6,3.0,1,0,0,1981,unknown,No
1379,49.0,No,rarely,1098.0, Research & Development ,4,2,Medical,1256.0,1,M,85.0,2,5, manager ,3,married,12124,2,unknown,13,3.15,3,40.0,77732.23346303502,6477.686121919585,1,23.0,2,4.0,1,0,0,1974, manager  -  research & development ,Si
1380,48.0,No,rarely,969.0,unknown,2,2,Technical Degree,1258.0,4,M,76.0,4,1, laboratory technician ,2,single,16620,5,unknown,11,3.0,3,40.0,77732.23346303502,6477.686121919585,0,7.0,4,2.0,1,0,0,1975,unknown,Si
1381,29.0,No,rarely,1329.0, Research & Development ,7,3,unknown,1260.0,3,M,82.0,3,2, healthcare representative ,4,unknown,4204,1,unknown,11,3.0,2,40.0,77732.23346303502,6477.686121919585,2,6.0,2,3.0,6,1,0,1994, healthcare representative  -  research & development ,Si
1382,48.0,No,rarely,715.0, Research & Development ,1,3,Life Sciences,1263.0,4,M,76.0,2,5, research director ,4,single,8733,6,no,12,3.0,3,40.0,219180.0,18265.0,0,11.318933823529411,3,4.0,1,0,0,1975, research director  -  research & development ,Si
1383,34.0,No,rarely,1320.0,unknown,20,3,Technical Degree,unknown,3,F,89.0,4,1, research scientist ,3,unknown,21643,0,no,17,3.0,4,40.0,77732.23346303502,6477.686121919585,0,2.0,5,2.0,1,0,0,1989,unknown,Si
1384,19.0,No,rarely,265.0,unknown,25,3,Life Sciences,1269.0,2,F,57.0,4,1, research scientist ,4,single,21221,1,unknown,12,3.0,4,40.0,77732.23346303502,6477.686121919585,0,1.0,2,3.0,1,0,1,2004,unknown,Si
1385,23.0,No,rarely,373.0,unknown,1,2,unknown,1270.0,4,M,47.0,3,1, research scientist ,3,unknown,16901,1,no,22,4.0,4,40.0,77732.23346303502,6477.686121919585,1,1.0,2,3.0,1,0,1,2000,unknown,No
1386,25.0,Yes,frequently,599.0,unknown,32,1,unknown,1273.0,3,M,73.0,1,1, sales representative ,4,single,8040,1,yes,14,3.15,4,40.0,13416.0,1118.0,0,1.0,4,3.0,1,1,0,1998,unknown,Si
1387,42.0,No,rarely,603.0,unknown,34,4,Medical,unknown,2,F,78.0,4,2, research scientist ,2,married,5628,6,yes,16,3.0,4,40.0,28464.0,2372.0,0,18.0,2,3.0,1,0,0,1981,unknown,No
1388,51.0,No,frequently,968.0,unknown,6,2,Medical,unknown,2,F,40.0,2,1, laboratory technician ,3,single,4257,0,unknown,14,3.0,2,40.0,34056.0,2838.0,0,8.0,6,2.0,7,7,7,1972,unknown,No
1389,45.0,No,frequently,364.0,unknown,25,3,Medical,1306.0,2,F,66.0281045751634,3,5, manager ,2,unknown,13035,3,unknown,22,4.0,3,40.0,216732.0,18061.0,0,22.0,4,3.0,0,0,0,1978,unknown,No
1390,27.0,No,rarely,1291.0,unknown,11,3,Medical,1364.0,3,F,98.0,4,1, sales representative ,4,married,6527,8,unknown,14,3.15,2,40.0,77732.23346303502,6477.686121919585,1,5.0,4,3.0,1,0,0,1996,unknown,Si
1391,18.0,No,non-travel,1124.0,unknown,1,3,unknown,1368.0,4,F,97.0,3,1, laboratory technician ,4,single,19305,1,unknown,15,3.0,3,40.0,19332.0,1611.0,0,0.0,5,4.0,0,0,0,2005,unknown,No
1392,31.0,Yes,frequently,703.0,unknown,2,3,unknown,1379.0,3,F,90.0,2,1, sales representative ,4,single,11882,7,no,14,3.0,3,40.0,77732.23346303502,6477.686121919585,0,3.0,3,4.0,1,0,0,1992,unknown,Si
1393,31.0,Yes,frequently,,unknown,1,4,Life Sciences,1427.0,2,F,50.0,1,1, sales representative ,3,single,16154,1,unknown,12,3.15,2,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,3,3.0,1,0,0,1992,unknown,No
1394,31.0,Yes,rarely,202.0,unknown,8,3,Life Sciences,1433.0,1,F,34.0,2,1, research scientist ,2,unknown,22262,1,unknown,12,3.0,3,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,3,4.0,1,0,0,1992,unknown,No
1395,27.0,No,rarely,1377.0,unknown,11,1,Life Sciences,1434.0,2,M,91.0,3,1, laboratory technician ,1,married,7679,0,unknown,14,3.0,2,40.0,77732.23346303502,6477.686121919585,0,6.0,3,4.0,5,1,4,1996,unknown,No
1396,39.0,Yes,rarely,592.0,unknown,2,3,unknown,1458.0,1,F,54.0,2,1, laboratory technician ,1,single,17181,2,yes,23,4.0,2,40.0,77732.23346303502,6477.686121919585,0,11.0,2,4.0,1,0,0,1984,unknown,Si
1397,44.0,No,frequently,383.0,unknown,1,5,Marketing,1481.0,1,F,79.0,3,2, sales executive ,3,married,9282,7,unknown,12,3.15,3,40.0,57216.0,4768.0,1,11.0,4,2.0,1,0,0,1979,unknown,No
1398,30.0,No,rarely,990.0, Research & Development ,25,3,unknown,1482.0,2,M,66.0281045751634,3,1, research scientist ,3,unknown,7152,1,unknown,13,3.0,2,40.0,15288.0,1274.0,2,1.0,2,2.0,1,0,0,1993, research scientist  -  research & development ,No
1399,35.0,No,rarely,660.0,unknown,26,1,Life Sciences,unknown,4,M,76.0,3,1, sales representative ,3,unknown,16192,1,no,13,3.15,1,40.0,28848.0,2404.0,1,1.0,3,3.0,1,0,0,1988,unknown,Si
1400,24.0,Yes,frequently,381.0,unknown,9,3,unknown,1494.0,2,M,89.0,3,1, laboratory technician ,1,unknown,16998,2,unknown,11,3.0,3,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,2,2.0,0,0,0,1999,unknown,No
1401,24.0,No,rarely,830.0,unknown,13,2,unknown,unknown,4,F,78.0,3,1, sales representative ,2,married,7103,1,unknown,13,3.0,3,40.0,24396.0,2033.0,1,1.0,2,2.76,1,0,0,1999,unknown,Si
1402,28.0,Yes,rarely,289.0,unknown,2,2,Medical,1504.0,3,M,66.0281045751634,2,1, laboratory technician ,1,single,5355,7,no,11,3.15,3,40.0,30732.0,2561.0,0,8.0,2,2.0,0,0,0,1995,unknown,Si
1403,28.0,No,rarely,1423.0,unknown,1,3,Life Sciences,unknown,1,M,72.0,2,1, research scientist ,3,unknown,12530,1,unknown,14,3.0,4,40.0,18756.0,1563.0,1,1.0,2,1.0,1,0,0,1995,unknown,No
